country,iso_code,year,month,continent,income_group,latitude,longitude,latitude_band,climate_zone,temp_anomaly_global,temp_anomaly_land,temp_anomaly_ocean,temp_anomaly_arctic,temp_max,temp_min,co2_emissions,co2_per_capita,co2_per_gdp,cumulative_co2,co2_concentration_ppm,methane_emissions,nitrous_oxide,total_ghg,land_use_change_co2,sea_ice_extent_arctic,sea_ice_extent_antarc,sea_surface_temp_anom,nino34_index,ocean_heat_content,precipitation_anomaly,drought_index_pdsi,spi_3month,primary_energy_twh,share_renewables_pct,share_coal_pct,co2_per_kwh,electricity_demand_twh,renewable_capacity_gw,oil_production,population_millions,gdp_per_capita_usd,population_density,urbanization_rate,forest_cover_pct,industrial_share_gdp,agriculture_share_gdp,vehicle_ownership,radiative_forcing,temp_change_from_co2,climate_risk_score,warming_category,renewable_transition_stage,emission_intensity_level
Iran,IRN,1993,6,Asia,Upper Middle,32.0,53.0,Subtropical,Dry,0.28,0.64,0.11,0.71,0.7,-13.1,401.8,5.79,0.4018,1572.0,357,70.7,23.1,531.8,-0.0,11.56,12.14,0.08,0.33,-1.44,-42.4,-0.96,-0.37,332.8,2.7,1.0,482.9,116.5,6.3,3.73,66.97,6611.0,40637.1,65.7,7,37,11,151.0,2.177,0.17,15.6,Normal,Low,High
Iran,IRN,1993,7,Asia,Upper Middle,32.0,53.0,Subtropical,Dry,0.22,0.6,0.03,0.63,-0.8,-15.1,401.8,5.79,0.4018,1572.0,357,70.7,23.1,531.8,-0.0,9.4,12.09,0.07,0.43,-1.44,77.4,1.72,1.3,332.8,2.7,1.0,482.9,116.5,6.3,3.73,66.97,6611.0,40637.1,65.7,7,37,11,150.0,2.177,0.17,11.5,Normal,Low,High
Iran,IRN,1993,8,Asia,Upper Middle,32.0,53.0,Subtropical,Dry,0.27,0.63,0.13,0.66,-1.2,-11.8,401.8,5.79,0.4018,1572.0,357,70.7,23.1,531.8,-0.0,7.82,,0.12,0.37,-1.44,41.6,0.43,1.1,332.8,2.7,1.0,482.9,116.5,6.3,3.73,66.97,6611.0,40637.1,65.7,7,37,11,148.0,2.177,0.17,11.3,Normal,Low,High
Iran,IRN,1993,9,Asia,Upper Middle,32.0,53.0,Subtropical,Dry,0.29,0.65,0.17,0.62,3.2,-7.2,401.8,5.79,0.4018,1572.0,357,70.7,23.1,531.8,-0.0,7.24,12.95,0.16,0.59,-1.44,0.3,-0.79,-0.18,332.8,2.7,1.0,482.9,116.5,6.3,3.73,66.97,6611.0,40637.1,65.7,7,37,11,164.0,2.177,0.17,14.4,Normal,Low,High
Iran,IRN,1993,10,Asia,Upper Middle,32.0,53.0,Subtropical,Dry,0.28,0.66,0.14,0.94,13.0,1.6,401.8,5.79,0.4018,1572.0,357,70.7,23.1,531.8,-0.0,7.82,12.86,0.15,0.61,-1.44,20.0,-0.19,0.5,332.8,2.7,1.0,482.9,116.5,6.3,3.73,66.97,6611.0,40637.1,65.7,7,37,11,137.0,2.177,0.17,11.5,Normal,Low,High
Iran,IRN,1993,11,Asia,Upper Middle,32.0,53.0,Subtropical,Dry,0.23,0.71,0.14,0.63,21.7,10.4,401.8,5.79,0.4018,1572.0,357,70.7,23.1,531.8,-0.0,9.4,12.05,0.13,0.32,-1.44,-19.4,-0.38,0.09,332.8,2.7,1.0,482.9,116.5,6.3,3.73,66.97,6611.0,40637.1,65.7,7,37,11,147.0,2.177,0.17,11.0,Normal,Low,High
Iran,IRN,1993,12,Asia,Upper Middle,32.0,53.0,Subtropical,Dry,0.27,0.65,0.13,0.71,27.3,15.8,401.8,5.79,0.4018,1572.0,357,70.7,23.1,531.8,-0.0,11.56,11.53,0.08,0.64,-1.44,-33.1,-1.34,-0.21,332.8,2.7,1.0,482.9,116.5,6.3,3.73,66.97,6611.0,40637.1,65.7,7,37,11,153.0,2.177,0.17,16.6,Normal,Low,High
Iran,IRN,1994,1,Asia,Upper Middle,32.0,53.0,Subtropical,Dry,0.37,0.73,0.24,0.8,29.7,19.1,413.3,6.12,0.4133,1985.0,359,79.1,24.6,591.4,-1.2,,11.1,0.2,0.88,0.45,-21.2,-0.98,-0.74,372.1,4.7,1.0,444.3,130.2,12.2,3.78,67.64,7110.0,41043.7,66.0,7,37,11,155.0,2.236,0.22,22.9,Normal,Low,Medium
Iran,IRN,1994,2,Asia,Upper Middle,32.0,53.0,Subtropical,Dry,0.33,0.74,0.16,0.87,27.3,15.8,413.3,6.12,0.4133,1985.0,359,79.1,24.6,591.4,-1.2,15.21,11.32,0.15,0.64,0.45,2.3,-0.13,-0.21,372.1,4.7,1.0,444.3,130.2,12.2,3.78,67.64,7110.0,41043.7,66.0,7,37,11,147.0,2.236,0.22,11.9,Normal,Low,Medium
Iran,IRN,1994,3,Asia,Upper Middle,32.0,53.0,Subtropical,Dry,0.33,0.73,0.2,0.58,23.4,11.4,413.3,6.12,0.4133,1985.0,359,79.1,24.6,591.4,-1.2,15.81,10.77,0.2,0.53,0.45,28.0,-0.05,0.33,372.1,4.7,1.0,444.3,130.2,12.2,3.78,67.64,7110.0,41043.7,66.0,7,37,11,152.0,2.236,0.22,12.6,Normal,Low,Medium
Iran,IRN,1994,4,Asia,Upper Middle,32.0,53.0,Subtropical,Dry,0.37,0.71,0.19,0.95,15.6,3.0,413.3,6.12,0.4133,1985.0,359,79.1,24.6,591.4,-1.2,,10.58,0.19,0.57,,18.5,-0.25,0.16,372.1,4.7,1.0,444.3,130.2,12.2,3.78,67.64,7110.0,41043.7,66.0,7,37,11,161.0,2.236,0.22,19.7,Normal,Low,Medium
Iran,IRN,1994,5,Asia,Upper Middle,32.0,53.0,Subtropical,Dry,0.3,0.73,0.2,0.48,6.2,-5.7,413.3,6.12,0.4133,1985.0,359,79.1,24.6,591.4,-1.2,13.56,10.69,,0.42,0.45,47.9,0.24,0.49,372.1,4.7,1.0,444.3,130.2,12.2,3.78,67.64,7110.0,41043.7,66.0,7,37,11,152.0,2.236,0.22,12.5,Normal,Low,Medium
Iran,IRN,1994,6,Asia,Upper Middle,32.0,53.0,Subtropical,Dry,0.25,0.52,0.07,0.47,-3.8,-16.4,413.3,6.12,0.4133,1985.0,359,79.1,24.6,591.4,-1.2,11.32,12.41,-0.0,0.27,,-7.8,0.03,0.39,372.1,4.7,1.0,444.3,130.2,12.2,3.78,67.64,7110.0,41043.7,66.0,7,37,11,152.0,2.236,0.22,9.6,Normal,Low,Medium
Iran,IRN,1994,7,Asia,Upper Middle,32.0,53.0,Subtropical,Dry,0.42,0.8,0.26,0.93,-2.8,-11.9,413.3,6.12,0.4133,1985.0,359,79.1,24.6,591.4,-1.2,9.07,12.07,0.27,0.75,0.45,55.4,1.46,1.09,372.1,4.7,1.0,444.3,130.2,12.2,3.78,67.64,7110.0,41043.7,66.0,7,37,11,152.0,2.236,0.22,15.8,Normal,Low,Medium
Iran,IRN,1994,8,Asia,Upper Middle,32.0,53.0,Subtropical,Dry,0.34,0.71,0.23,0.74,-3.5,-12.3,413.3,6.12,0.4133,1985.0,359,79.1,24.6,591.4,-1.2,7.43,12.31,0.25,0.91,0.45,-83.2,-1.02,-0.85,372.1,4.7,1.0,444.3,130.2,12.2,3.78,67.64,7110.0,41043.7,66.0,7,37,11,150.0,2.236,0.22,19.4,Normal,Low,Medium
Iran,IRN,1994,9,Asia,Upper Middle,32.0,53.0,Subtropical,Dry,0.39,0.77,0.25,0.62,3.9,-7.3,413.3,6.12,0.4133,1985.0,359,79.1,24.6,591.4,-1.2,6.83,12.71,0.25,0.67,0.45,-43.7,-0.55,-0.48,372.1,4.7,1.0,444.3,130.2,12.2,3.78,67.64,7110.0,41043.7,66.0,7,37,11,144.0,2.236,0.22,19.4,Normal,Low,Medium
Iran,IRN,1994,10,Asia,Upper Middle,32.0,53.0,Subtropical,Dry,0.41,0.75,0.26,0.84,15.3,1.5,413.3,6.12,0.4133,1985.0,359,79.1,24.6,591.4,-1.2,7.43,,,0.72,,-46.4,-1.27,-0.39,372.1,4.7,1.0,444.3,130.2,12.2,3.78,67.64,7110.0,41043.7,66.0,7,37,11,158.0,2.236,0.22,20.7,Normal,Low,Medium
Iran,IRN,1994,11,Asia,Upper Middle,32.0,53.0,Subtropical,Dry,0.4,0.72,0.23,1.02,21.6,10.0,413.3,6.12,0.4133,1985.0,359,79.1,24.6,591.4,-1.2,9.07,13.25,0.22,0.99,0.45,-2.9,-0.93,0.16,372.1,4.7,1.0,444.3,130.2,12.2,3.78,67.64,7110.0,41043.7,66.0,7,37,11,142.0,2.236,0.22,17.1,Normal,Low,Medium
Iran,IRN,1994,12,Asia,Upper Middle,32.0,53.0,Subtropical,Dry,0.36,0.71,0.23,0.42,31.4,19.3,413.3,6.12,0.4133,1985.0,359,79.1,24.6,591.4,-1.2,,11.94,0.23,1.17,0.45,-5.1,-0.95,-0.03,372.1,4.7,1.0,444.3,130.2,12.2,3.78,67.64,7110.0,41043.7,66.0,7,37,11,137.0,2.236,0.22,21.8,Normal,Low,Medium
Iran,IRN,1995,1,Asia,Upper Middle,32.0,53.0,Subtropical,Dry,0.38,0.8,0.24,0.84,31.3,18.9,425.6,6.34,0.4256,2411.0,361,74.7,25.3,577.5,-0.7,13.5,11.68,0.21,-0.38,1.74,-21.3,-0.97,-0.22,361.4,3.9,1.9,471.0,126.5,9.9,3.84,68.32,7202.0,41456.3,66.3,7,37,11,150.0,2.295,0.32,17.6,Normal,Low,High
Iran,IRN,1995,2,Asia,Upper Middle,32.0,53.0,Subtropical,Dry,0.39,0.74,0.25,0.95,27.8,14.8,425.6,6.34,0.4256,2411.0,361,74.7,25.3,577.5,-0.7,,11.13,0.17,-0.92,1.74,-54.0,-1.49,0.05,361.4,3.9,1.9,471.0,126.5,9.9,3.84,68.32,7202.0,41456.3,66.3,7,37,11,148.0,2.295,0.32,26.9,Normal,Low,High
Iran,IRN,1995,3,Asia,Upper Middle,32.0,53.0,Subtropical,Dry,0.41,0.77,0.26,0.81,23.1,10.5,425.6,6.34,0.4256,2411.0,361,74.7,25.3,577.5,-0.7,15.62,10.74,0.22,-0.92,1.74,2.9,-0.65,-0.18,361.4,3.9,1.9,471.0,126.5,9.9,3.84,68.32,7202.0,41456.3,66.3,7,37,11,159.0,2.295,0.32,16.2,Normal,Low,High
Iran,IRN,1995,4,Asia,Upper Middle,32.0,53.0,Subtropical,Dry,0.37,0.74,0.2,0.63,11.8,3.1,425.6,6.34,0.4256,2411.0,361,74.7,25.3,577.5,-0.7,15.05,10.73,0.17,-0.55,1.74,-118.9,-3.25,-1.72,361.4,3.9,1.9,471.0,126.5,9.9,3.84,68.32,7202.0,41456.3,66.3,7,37,11,146.0,2.295,0.32,30.7,Normal,Low,High
Iran,IRN,1995,5,Asia,Upper Middle,32.0,53.0,Subtropical,Dry,0.43,0.85,0.28,0.98,2.5,-8.0,425.6,6.34,0.4256,2411.0,361,74.7,25.3,577.5,-0.7,13.5,11.35,0.22,-0.31,1.74,40.5,1.41,0.25,361.4,3.9,1.9,471.0,126.5,9.9,3.84,68.32,7202.0,41456.3,66.3,7,37,11,152.0,2.295,0.32,15.5,Normal,Low,High
Iran,IRN,1995,6,Asia,Upper Middle,32.0,53.0,Subtropical,Dry,0.44,0.83,0.29,0.88,1.3,-13.3,425.6,6.34,0.4256,2411.0,361,74.7,25.3,577.5,-0.7,11.37,11.92,0.24,-0.74,1.74,-19.3,-0.5,-0.21,361.4,3.9,1.9,471.0,126.5,9.9,3.84,68.32,7202.0,41456.3,66.3,7,37,11,160.0,2.295,0.32,17.0,Normal,Low,High
Iran,IRN,1995,7,Asia,Upper Middle,32.0,53.0,Subtropical,Dry,0.39,0.78,0.24,0.88,-2.3,-17.2,425.6,6.34,0.4256,2411.0,361,74.7,25.3,577.5,-0.7,9.25,11.94,0.19,-1.2,1.74,-43.3,-1.08,-0.0,361.4,3.9,1.9,471.0,126.5,9.9,3.84,68.32,7202.0,41456.3,66.3,7,37,11,139.0,2.295,0.32,19.2,Normal,Low,High
Iran,IRN,1995,8,Asia,Upper Middle,32.0,53.0,Subtropical,Dry,0.37,0.76,0.24,0.65,-1.4,-12.3,425.6,6.34,0.4256,2411.0,361,74.7,25.3,577.5,-0.7,7.7,12.9,0.17,-1.2,1.74,-35.2,-1.2,-0.94,361.4,3.9,1.9,471.0,126.5,9.9,3.84,68.32,7202.0,41456.3,66.3,7,37,11,154.0,2.295,0.32,18.8,Normal,Low,High
Iran,IRN,1995,9,Asia,Upper Middle,32.0,53.0,Subtropical,Dry,0.39,0.86,0.22,1.22,6.7,-8.3,425.6,6.34,0.4256,2411.0,361,74.7,25.3,577.5,-0.7,7.13,13.31,0.2,-0.49,,18.1,-0.12,0.37,361.4,3.9,1.9,471.0,126.5,9.9,3.84,68.32,7202.0,41456.3,66.3,7,37,11,147.0,2.295,0.32,15.5,Normal,Low,High
Iran,IRN,1995,10,Asia,Upper Middle,32.0,53.0,Subtropical,Dry,0.37,0.78,0.26,0.97,15.1,2.3,425.6,6.34,0.4256,2411.0,361,74.7,25.3,577.5,-0.7,7.7,12.61,,-0.93,1.74,32.1,-0.71,0.25,361.4,3.9,1.9,471.0,126.5,9.9,3.84,68.32,7202.0,41456.3,66.3,7,37,11,154.0,2.295,0.32,16.7,Normal,Low,High
Iran,IRN,1995,11,Asia,Upper Middle,32.0,53.0,Subtropical,Dry,0.43,0.78,0.31,0.71,22.2,8.8,425.6,6.34,0.4256,2411.0,361,74.7,25.3,577.5,-0.7,9.25,12.33,0.31,-0.73,1.74,28.9,-0.29,0.34,361.4,3.9,1.9,471.0,126.5,9.9,3.84,68.32,7202.0,41456.3,66.3,7,37,11,155.0,2.295,0.32,16.3,Normal,Low,High
Iran,IRN,1995,12,Asia,Upper Middle,32.0,53.0,Subtropical,Dry,0.45,0.8,0.36,0.92,27.1,20.7,425.6,6.34,0.4256,2411.0,361,74.7,25.3,577.5,-0.7,11.37,11.41,0.33,-0.93,1.74,55.0,0.64,1.16,361.4,3.9,1.9,471.0,126.5,9.9,3.84,68.32,7202.0,41456.3,66.3,7,37,11,148.0,2.295,0.32,16.6,Normal,Low,High
Iran,IRN,1996,1,Asia,Upper Middle,32.0,53.0,Subtropical,Dry,0.42,0.79,0.23,0.85,33.1,17.7,422.3,6.33,0.4223,2833.0,363,70.3,25.2,559.5,-0.6,13.49,11.04,0.28,0.03,2.56,-0.7,-0.74,-0.44,348.1,5.3,2.9,485.2,121.8,12.9,3.75,69.0,7554.0,41868.9,66.2,7,37,11,144.0,2.354,0.25,16.8,Normal,Low,High
Iran,IRN,1996,2,Asia,Upper Middle,32.0,53.0,Subtropical,Dry,0.38,0.78,0.22,0.8,29.8,17.5,422.3,6.33,0.4223,2833.0,363,70.3,25.2,559.5,-0.6,15.14,10.95,0.14,-0.03,2.56,36.8,0.51,0.29,348.1,5.3,2.9,485.2,121.8,12.9,3.75,69.0,7554.0,41868.9,66.2,7,37,11,149.0,2.354,0.25,14.1,Normal,Low,High
Iran,IRN,1996,3,Asia,Upper Middle,32.0,53.0,Subtropical,Dry,0.3,0.62,0.18,0.65,22.5,7.8,422.3,6.33,0.4223,2833.0,363,70.3,25.2,559.5,-0.6,15.74,10.04,0.24,-0.26,2.56,36.8,0.33,0.29,348.1,5.3,2.9,485.2,121.8,12.9,3.75,69.0,7554.0,41868.9,66.2,7,37,11,160.0,2.354,0.25,12.1,Normal,Low,High
Iran,IRN,1996,4,Asia,Upper Middle,32.0,53.0,Subtropical,Dry,0.27,0.68,0.09,0.48,13.3,3.1,422.3,6.33,0.4223,2833.0,363,70.3,25.2,559.5,-0.6,15.14,10.86,0.16,-0.59,2.56,-10.7,-0.92,-0.19,348.1,5.3,2.9,485.2,121.8,12.9,3.75,69.0,7554.0,41868.9,66.2,7,37,11,157.0,2.354,0.25,14.2,Normal,Low,High
Iran,IRN,1996,5,Asia,Upper Middle,32.0,53.0,Subtropical,Dry,0.37,0.7,0.27,0.77,5.3,-6.9,422.3,6.33,0.4223,2833.0,363,70.3,25.2,559.5,-0.6,13.49,,0.25,0.01,2.56,-25.4,-1.51,-0.58,348.1,5.3,2.9,485.2,121.8,12.9,3.75,69.0,7554.0,41868.9,66.2,7,37,11,168.0,2.354,0.25,19.7,Normal,Low,High
Iran,IRN,1996,6,Asia,Upper Middle,32.0,53.0,Subtropical,Dry,0.25,0.65,0.12,0.34,0.7,-12.7,422.3,6.33,0.4223,2833.0,363,70.3,25.2,559.5,-0.6,11.25,12.01,0.07,-0.07,2.56,-12.5,-0.4,-0.5,348.1,5.3,2.9,485.2,121.8,12.9,3.75,69.0,7554.0,41868.9,66.2,7,37,11,158.0,2.354,0.25,11.6,Normal,Low,High
Iran,IRN,1996,7,Asia,Upper Middle,32.0,53.0,Subtropical,Dry,0.3,0.61,0.14,0.56,-6.2,-16.0,422.3,6.33,0.4223,2833.0,363,70.3,25.2,559.5,-0.6,9.0,12.82,0.11,-0.16,2.56,56.6,0.21,0.8,348.1,5.3,2.9,485.2,121.8,12.9,3.75,69.0,7554.0,41868.9,66.2,7,37,11,159.0,2.354,0.25,12.9,Normal,Low,High
Iran,IRN,1996,8,Asia,Upper Middle,32.0,53.0,Subtropical,Dry,0.32,0.61,0.18,0.7,-1.9,-12.4,422.3,6.33,0.4223,2833.0,363,70.3,25.2,559.5,-0.6,7.36,12.83,0.12,-0.49,2.56,-30.3,-0.89,-0.44,348.1,5.3,2.9,485.2,121.8,12.9,3.75,69.0,7554.0,41868.9,66.2,7,37,11,150.0,2.354,0.25,16.6,Normal,Low,High
Iran,IRN,1996,9,Asia,Upper Middle,32.0,53.0,Subtropical,Dry,0.33,0.7,0.21,0.48,5.7,-6.2,422.3,6.33,0.4223,2833.0,363,70.3,25.2,559.5,-0.6,6.76,13.32,0.14,-0.7,2.56,6.9,-0.97,0.4,348.1,5.3,2.9,485.2,121.8,12.9,3.75,69.0,7554.0,41868.9,66.2,7,37,11,140.0,2.354,0.25,18.5,Normal,Low,High
Iran,IRN,1996,10,Asia,Upper Middle,32.0,53.0,Subtropical,Dry,0.32,0.65,0.16,0.72,14.7,2.0,422.3,6.33,0.4223,2833.0,363,70.3,25.2,559.5,-0.6,7.36,12.83,0.15,-0.49,2.56,-5.0,0.07,-0.08,348.1,5.3,2.9,485.2,121.8,12.9,3.75,69.0,7554.0,41868.9,66.2,7,37,11,172.0,2.354,0.25,11.9,Normal,Low,High
Iran,IRN,1996,11,Asia,Upper Middle,32.0,53.0,Subtropical,Dry,0.3,0.74,0.15,0.66,22.5,9.3,422.3,6.33,0.4223,2833.0,363,70.3,25.2,559.5,-0.6,9.0,12.69,0.1,-0.21,2.56,74.4,0.39,0.92,348.1,5.3,2.9,485.2,121.8,12.9,3.75,69.0,7554.0,41868.9,66.2,7,37,11,149.0,2.354,0.25,13.6,Normal,Low,High
Iran,IRN,1996,12,Asia,Upper Middle,32.0,53.0,Subtropical,Dry,0.31,0.7,0.15,0.57,31.1,16.8,422.3,6.33,0.4223,2833.0,363,70.3,25.2,559.5,-0.6,11.25,12.7,0.06,-0.8,2.56,-7.4,0.33,-0.11,348.1,5.3,2.9,485.2,121.8,12.9,3.75,69.0,7554.0,41868.9,66.2,7,37,11,151.0,2.354,0.25,11.2,Normal,Low,High
Iran,IRN,1997,1,Asia,Upper Middle,32.0,53.0,Subtropical,Dry,0.61,0.95,0.41,1.25,30.5,18.1,441.1,6.32,0.4411,3274.0,364,79.1,25.9,570.0,4.4,13.24,11.34,0.38,1.55,4.81,-17.5,-0.7,0.1,364.8,4.0,1.0,483.6,127.7,10.2,3.84,69.69,7912.0,42287.6,67.5,7,37,11,153.0,2.413,0.33,22.0,Elevated,Low,High
Iran,IRN,1997,2,Asia,Upper Middle,32.0,53.0,Subtropical,Dry,0.54,0.93,0.43,1.33,29.9,17.0,441.1,6.32,0.4411,3274.0,364,79.1,25.9,570.0,4.4,14.86,10.49,0.35,2.05,4.81,39.3,0.79,0.78,364.8,4.0,1.0,483.6,127.7,10.2,3.84,69.69,7912.0,42287.6,67.5,7,37,11,156.0,2.413,0.33,18.2,Elevated,Low,High
Iran,IRN,1997,3,Asia,Upper Middle,32.0,53.0,Subtropical,Dry,0.59,0.92,0.5,0.96,22.9,12.2,441.1,6.32,0.4411,3274.0,364,79.1,25.9,570.0,4.4,15.45,11.55,0.38,1.9,4.81,17.7,0.17,0.44,364.8,4.0,1.0,483.6,127.7,10.2,3.84,69.69,7912.0,42287.6,67.5,7,37,11,149.0,2.413,0.33,18.6,Elevated,Low,High
Iran,IRN,1997,4,Asia,Upper Middle,32.0,53.0,Subtropical,Dry,0.64,0.98,0.51,1.27,13.2,-0.2,441.1,6.32,0.4411,3274.0,364,79.1,25.9,570.0,4.4,14.86,10.12,0.41,1.63,4.81,58.2,0.61,0.72,364.8,4.0,1.0,483.6,127.7,10.2,3.84,69.69,7912.0,42287.6,67.5,7,37,11,137.0,2.413,0.33,21.5,Elevated,Low,High
Iran,IRN,1997,5,Asia,Upper Middle,32.0,53.0,Subtropical,Dry,0.65,0.99,0.55,1.64,5.1,-6.0,441.1,6.32,0.4411,3274.0,364,79.1,25.9,570.0,4.4,13.24,11.73,0.49,2.18,4.81,83.4,2.13,1.3,364.8,4.0,1.0,483.6,127.7,10.2,3.84,69.69,7912.0,42287.6,67.5,7,37,11,155.0,2.413,0.33,22.7,Elevated,Low,High
Iran,IRN,1997,6,Asia,Upper Middle,32.0,53.0,Subtropical,Dry,0.64,1.0,0.49,1.3,-3.7,-16.2,441.1,6.32,0.4411,3274.0,364,79.1,25.9,570.0,4.4,11.04,11.78,0.45,1.84,4.81,67.1,0.75,1.48,364.8,4.0,1.0,483.6,127.7,10.2,3.84,69.69,7912.0,42287.6,67.5,7,37,11,162.0,2.413,0.33,21.8,Elevated,Low,High
Iran,IRN,1997,7,Asia,Upper Middle,32.0,53.0,Subtropical,Dry,0.61,0.99,0.46,1.45,-3.3,-14.4,441.1,6.32,0.4411,3274.0,364,79.1,25.9,570.0,4.4,8.83,13.13,0.34,1.66,4.81,-76.5,-1.6,-1.04,364.8,4.0,1.0,483.6,127.7,10.2,3.84,69.69,7912.0,42287.6,67.5,7,37,11,158.0,2.413,0.33,28.1,Elevated,Low,High
Iran,IRN,1997,8,Asia,Upper Middle,32.0,53.0,Subtropical,Dry,0.6,0.96,0.44,1.03,0.5,-12.0,441.1,6.32,0.4411,3274.0,364,79.1,25.9,570.0,4.4,7.21,13.86,0.42,1.77,4.81,28.0,-0.07,0.24,364.8,4.0,1.0,483.6,127.7,10.2,3.84,69.69,7912.0,42287.6,67.5,7,37,11,154.0,2.413,0.33,20.7,Elevated,Low,High
Iran,IRN,1997,9,Asia,Upper Middle,32.0,53.0,Subtropical,Dry,0.56,0.92,0.43,1.24,4.9,-6.8,441.1,6.32,0.4411,3274.0,364,79.1,25.9,570.0,4.4,6.62,12.82,0.34,1.71,4.81,21.1,-1.0,-0.41,364.8,4.0,1.0,483.6,127.7,10.2,3.84,69.69,7912.0,42287.6,67.5,7,37,11,173.0,2.413,0.33,25.5,Elevated,Low,High
Iran,IRN,1997,10,Asia,Upper Middle,32.0,53.0,Subtropical,Dry,0.56,0.94,0.42,0.94,12.5,4.3,441.1,6.32,0.4411,3274.0,364,79.1,25.9,570.0,4.4,7.21,12.4,0.35,1.81,4.81,28.9,-0.08,0.63,364.8,4.0,1.0,483.6,127.7,10.2,3.84,69.69,7912.0,42287.6,67.5,7,37,11,163.0,2.413,0.33,19.7,Elevated,Low,High
Iran,IRN,1997,11,Asia,Upper Middle,32.0,53.0,Subtropical,Dry,0.64,1.07,0.48,1.55,21.8,11.6,441.1,6.32,0.4411,3274.0,364,79.1,25.9,570.0,4.4,8.83,12.86,0.39,1.99,4.81,-4.6,-0.25,0.26,364.8,4.0,1.0,483.6,127.7,10.2,3.84,69.69,7912.0,42287.6,67.5,7,37,11,159.0,2.413,0.33,20.4,Elevated,Low,High
Iran,IRN,1997,12,Asia,Upper Middle,32.0,53.0,Subtropical,Dry,0.61,0.92,0.48,1.0,30.0,16.8,441.1,6.32,0.4411,3274.0,364,79.1,25.9,570.0,4.4,11.04,12.71,0.33,1.78,4.81,16.5,-0.26,0.42,364.8,4.0,1.0,483.6,127.7,10.2,3.84,69.69,7912.0,42287.6,67.5,7,37,11,151.0,2.413,0.33,20.2,Elevated,Low,High
Iran,IRN,1998,1,Asia,Upper Middle,32.0,53.0,Subtropical,Dry,0.75,1.1,0.61,1.59,32.1,20.8,455.4,6.32,0.4554,3729.0,367,83.4,26.5,602.9,-0.7,13.3,11.1,0.56,2.3,5.58,12.3,-0.5,0.16,372.6,5.9,3.1,488.9,130.4,15.4,3.89,70.39,8069.0,42712.4,67.7,7,37,11,153.0,2.472,0.44,24.5,Elevated,Low,High
Iran,IRN,1998,2,Asia,Upper Middle,32.0,53.0,Subtropical,Dry,0.65,1.05,0.51,1.61,26.6,15.8,455.4,6.32,0.4554,3729.0,367,83.4,26.5,602.9,-0.7,14.97,10.74,0.44,2.19,5.58,3.8,-0.6,-0.03,372.6,5.9,3.1,488.9,130.4,15.4,3.89,70.39,8069.0,42712.4,67.7,7,37,11,149.0,2.472,0.44,22.1,Elevated,Low,High
Iran,IRN,1998,3,Asia,Upper Middle,32.0,53.0,Subtropical,Dry,0.77,1.1,0.59,1.99,23.0,10.8,455.4,6.32,0.4554,3729.0,367,83.4,26.5,602.9,-0.7,15.58,10.39,0.5,2.15,5.58,110.3,1.21,1.69,372.6,5.9,3.1,488.9,130.4,15.4,3.89,70.39,8069.0,42712.4,67.7,7,37,11,170.0,2.472,0.44,26.8,Elevated,Low,High
Iran,IRN,1998,4,Asia,Upper Middle,32.0,53.0,Subtropical,Dry,0.8,1.14,0.67,1.58,13.6,1.2,455.4,6.32,0.4554,3729.0,367,83.4,26.5,602.9,-0.7,14.97,10.31,0.48,2.34,5.58,35.7,0.61,0.71,372.6,5.9,3.1,488.9,130.4,15.4,3.89,70.39,8069.0,42712.4,67.7,7,37,11,161.0,2.472,0.44,24.6,Elevated,Low,High
Iran,IRN,1998,5,Asia,Upper Middle,32.0,53.0,Subtropical,Dry,0.78,1.2,0.64,1.75,4.3,-7.0,455.4,6.32,0.4554,3729.0,367,83.4,26.5,602.9,-0.7,13.3,11.0,0.57,2.38,5.58,-35.7,-1.15,0.09,372.6,5.9,3.1,488.9,130.4,15.4,3.89,70.39,8069.0,42712.4,67.7,7,37,11,157.0,2.472,0.44,28.9,Elevated,Low,High
Iran,IRN,1998,6,Asia,Upper Middle,32.0,53.0,Subtropical,Dry,0.75,1.08,0.55,1.51,-0.5,-11.5,455.4,6.32,0.4554,3729.0,367,83.4,26.5,602.9,-0.7,11.02,12.09,0.45,1.79,5.58,48.4,0.52,0.9,372.6,5.9,3.1,488.9,130.4,15.4,3.89,70.39,8069.0,42712.4,67.7,7,37,11,164.0,2.472,0.44,23.8,Elevated,Low,High
Iran,IRN,1998,7,Asia,Upper Middle,32.0,53.0,Subtropical,Dry,0.81,1.23,0.7,1.59,-5.3,-14.1,455.4,6.32,0.4554,3729.0,367,83.4,26.5,602.9,-0.7,8.74,12.27,0.57,2.69,5.58,-40.3,-1.22,-0.87,372.6,5.9,3.1,488.9,130.4,15.4,3.89,70.39,8069.0,42712.4,67.7,7,37,11,161.0,2.472,0.44,30.1,Elevated,Low,High
Iran,IRN,1998,8,Asia,Upper Middle,32.0,53.0,Subtropical,Dry,0.83,1.18,0.68,1.9,-3.5,-12.7,455.4,6.32,0.4554,3729.0,367,83.4,26.5,602.9,-0.7,7.07,12.98,0.58,2.5,5.58,58.5,-0.24,1.01,372.6,5.9,3.1,488.9,130.4,15.4,3.89,70.39,8069.0,42712.4,67.7,7,37,11,152.0,2.472,0.44,28.9,Elevated,Low,High
